,cv,type,ru,,
,йăнăшлă ,adjective,ошибочный,,
,падеж ,noun masculine,падеж,,
,падеж ,noun,падеж,,
,палеозой ,noun,палеозой,,
,паровоз ,noun masculine,паровоз,,
,çĕрĕк тăпри ,noun,перегной,,
,персик ,noun masculine,персик,,
,йăлă ,noun feminine,петля,,
,сӑра ,noun neuter,пиво,,
,пират ,noun masculine,пират,,
,ишсе ҫӳре ,verb impf,плавать,,
,сăртакла ,verb impf,плести,,
,пляж ,noun masculine,пляж,,
,ҫӗнтерӳ ,noun feminine,победа,,
,чикĕ хуралçи ,noun,пограничник,,
,вилĕ ,noun masculine,покойник,,
,помидор ,noun masculine,помидор,,
,помидор ,noun masculine,томат,,
,чиперлет ,verb,поправлять,,
,путалăх ,noun masculine,потолок,,
,уткаларăш ,noun feminine,походка,,
,почерк ,noun masculine,почерк,,
,тĕшмĕшлĕх ,noun masculine,предрассудок,,
,тĕшмĕш шухăш ,noun masculine,предрассудок,,
,представитель ,noun masculine,представитель,,
,преступлени ,noun neuter,преступление,,
,сыпмалли йывăç ,noun masculine,привой,,
,сапан ,noun masculine,привой,,
,уҫт ҫанталӑк ,noun feminine,природа,,
,ансатлăх ,noun,простота,,
,кайӑк ,noun feminine,птица,,
,вӗҫен кайӑк ,noun feminine,птица,,
,пиллӗк ,numeral,пять,,
,пиллӗк ,numeral,пятеро,,
,пилӗк ,numeral,пять,,
,пилӗк ,numeral,пятеро,,
,аталану ,noun neuter,развитие,,
,рак ,noun masculine,рак,,
,аяк пĕрчи ,noun neuter,ребро,,
,аяк пĕрчи ,noun neuter,ребро,,
,тӗн ,noun feminine,религия,,
,тӗн ,noun feminine,вера,,
,тӗн ,noun neuter,вероисповедание,,
,ремесленник ,noun masculine,ремесленник,,
,ҫарӑк ,noun feminine,репа,,
,ҫарӑк ,feminine,репка,,
,ҫарӑк ,noun masculine,турнепс,,
,ресторан ,noun masculine,ресторан,,
,сывлӑм ,noun feminine,роса,,
,сава ,noun masculine,рубанок,,
,пулӑ ,noun feminine,рыба,,
,сабля ,noun feminine,сабля,,
,çурçĕр-анăç ,noun,северо-запад,,
,сельдерей ,noun masculine,сельдерей,,
,ҫиччӗ ,numeral,семь,,
,ҫиччӗ ,numeral,семеро,,
,ҫич ,numeral,семь,,
,ҫич ,numeral,семеро,,
,ҫемье ,noun feminine,семья,,
,вӑрӑ ,noun neuter,семя,,
,вӑрӑ ,noun n-p,семена,,
,сентябрь ,noun masculine,сентябрь,,
,кӳкӗрт ,noun feminine,сера,,
,синтез ,noun,синтез,,
,синтаксис ,noun masculine,синтаксис,,
,сирень ,noun feminine,сирень,,
,ейме ,noun feminine,скатерть,,
,сĕтел çитти ,noun feminine,скатерть,,
,сарма ,noun feminine,скатерть,,
,выльӑх ,noun neuter,животное,,
,выльӑх ,noun masculine,скот,,
,ҫӑмах ,noun neuter,слово,,
,слон ,noun masculine,слон,,
,юр пӗрчи ,noun feminine,снежинка,,
,шӑпчӑк ,noun masculine,соловей,,
,çуйăн ,noun masculine,сом,,
,тӗлӗк ,noun masculine,сон,,
,ыйхӑ ,noun masculine,сон,,
,социализм ,noun masculine,социализм,,
,социализм ,noun,социализм,,
,çывăрмалли пӳлĕм ,noun,спальня,,
,васкав ,noun feminine,спешка,,
,васкавлăх ,noun feminine,спешка,,
,вĕткеленӳ ,noun feminine,спешка,,
,вĕтеленӳ ,noun feminine,спешка,,
,ăшталану ,noun feminine,спешка,,
,ҫурӑм ,noun feminine,спина,,
,спортсмен ,noun masculine,спортсмен,,
,хурҫӑ ,noun feminine,сталь,,
,кив ,adjective,старый,,
,кӗленче ,noun neuter,стекло,,
,стена ,noun feminine,стена,,
,сӗтел ,noun masculine,стол,,
,страницӑ ,noun feminine,страница,,
,ҫӗмрен ,noun feminine,стрела,,
,структура ,noun feminine,структура,,
,курмăш ,noun,судьба,,
,кунçул ,noun,судьба,,
,ĕлĕш ,noun,счастье,,
,тивлетлĕх ,noun,счастье,,
,таблица ,noun feminine,таблица,,
,вĕлтĕртеттер ,verb,тараторить,,
,таракан ,noun masculine,таракан,,
,таракан ,nonetype,таракановые,,
,таракан ,noun,тараканы,,
,температура ,noun feminine,температура,,
,термодинамика ,noun,термодинамика,,
,пуртӑ ,noun masculine,топор,,
,пуртӑ ,noun masculine,колун,,
,пуртӑ ,noun feminine,секира,,
,хăвала ,verb impf,торопить,,
,хăвăртла ,verb impf,торопить,,
,вĕтелен ,verb impf,торопить,,
,курӑк ,noun feminine,трава,,
,традици ,noun,традиция,,
,транскрипци ,noun feminine,транскрипция,,
,виҫ ,numeral,три,,
,виҫҫӗ ,numeral,три,,
,вилĕ ӳт ,noun masculine,труп,,
,тӗтре ,noun masculine,туман,,
,алчăра ,verb,тускнеть,,
,тĕксĕмлен ,verb,тускнеть,,
,тюльпан ,noun masculine,тюльпан,,
,вĕлерӳ ,noun neuter,убийство,,
,чунилли ,noun masculine,убийца,,
,кӗтес ,noun masculine,угол,,
,уксус ,noun masculine,уксус,,
,вĕрентӳçĕ ,noun,учитель,,
,учитель ,noun masculine,учитель,,
,февраль ,noun masculine,февраль,,
,кӗҫӗн кӑрлач ,noun masculine,февраль,,
,флотилийĕ ,noun,флотилия,,
,фортепьяно ,noun neuter,фортепиано,,
,ăслайла ,verb,хитрить,,
,ҫӑкӑр ,noun masculine,хлеб,,
,ахăлти ,noun,хохотун,,
,кулуçах ,noun,хохотун,,
,ахăрма ,noun,хохотун,,
,сыхă ,noun neuter,хранение,,
,тӗс ,noun masculine,цвет,,
,тӗс ,noun masculine,колер,,
,тӗс ,noun masculine,цвет,,
,цемент ,noun masculine,цемент,,
,центнер ,noun,центнер,,
,цинга ,noun feminine,цинга,,
,цинга ,nonetype,Цинга,,
,сехет ăсти ,noun masculine,часовщик,,
,сехет юсакан ,noun masculine,часовщик,,
,чемпион ,noun masculine,чемпион,,
,хура çырла ,noun feminine,черника,,
,чертёж ,noun masculine,чертёж,,
,тӑваттӑ ,numeral,четыре,,
,тӑват ,numeral,четыре,,
,шарф ,noun masculine,шарф,,
,улттӑ ,numeral,шесть,,
,улттӑ ,numeral,шестеро,,
,улт ,numeral,шесть,,
,урлăш ,noun,ширина,,
,анлăш ,noun,ширина,,
,урлăшĕ ,noun,ширина,,
,шкул ачи ,noun masculine,школьник,,
,пурҫӑн ,noun masculine,шёлк,,
,шăкăлчи ,noun,щегол,,
,экзамен ,noun masculine,экзамен,,
,эксклав ,noun,эксклав,,
,электричество ,noun neuter,электричество,,
,электролиз ,noun masculine,электролиз,,
,энергетика ,adjective,энергетический,,
,эрцгерцог ,noun,эрцгерцог,,
,пулу ,noun,этимология,,
,этимологи ,noun,этимология,,
,ахрӑм ,noun,эхо,,
,ахрӑм ,noun masculine,отголосок,,
,ахрӑм ,noun masculine,отзвук,,
,ахрӑм ,noun neuter,эхо,,
,наркӑмӑш ,noun masculine,яд,,
,каврӑҫ ,noun masculine,ясень,,
,çерçи хурчки ,noun masculine,ястреб-перепелятник,,
,ещӗк ,noun masculine,ящик,,
,акка ,noun feminine,сестра,,
,иккӗ ,numeral masculine,два,,
,иккӗ ,Cardinal number feminine,две,,
,иккӗ ,numeral,двое,,
,иккӗ ,noun feminine,двойка,,
,шкап ,nonetype,шкап,,
,шкап ,nonetype,Шкаф,,
,ҫӗре ,noun feminine,земля,,
,фабрик ,noun feminine,фабрика,,
,брать ,verb,брать,,
,Турӑ ,proper masculine,Бог,,
,Турӑ ,proper masculine,Господь,,
,Турӑ ,proper masculine,бог,,
,Турӑ ,noun masculine,бог,,
,кӗҫнерни ,noun,четверг,,
,пӳрт ,noun masculine,дом,,
,ҫурҫӗр ,noun,север,,
,ӗҫлекен ,noun,работник,,
,завод ,noun masculine,завод,,
,кино ,noun neuter,кино,,
,кӑнтӑр ,noun masculine,юг,,
,ҫӗлӗк ,noun feminine,шапка,,
,шӗнӗ ,adjective,новый,,
,пите ,adverb,очень,,
,Петӗр ,nonetype,Петӗр,,
,пуҫламӑшенче ,Letter noun adposition,в,,
,киле ,verb adverb,домой,,
,тӑва ,verb,строить,,
,ҫит ,verb,доходить,,
,тавтапуҫ ,interjection,спасибо,,
,вул ,verb,читать,,
,пысак ,nonetype,большое,,
,хӗр ,noun feminine,дочка,,
,хӗр ,noun feminine,дочь,,
,хӗр ,noun,дщерь,,
,ҫӗҫӗ пекӗ ,noun masculine,нож,,
,кимӗ ,noun feminine,лодка,,
,кимӗ ,noun masculine,бот,,
,кимӗ ,particle masculine,ладя,,
,кимӗ ,noun feminine,шлюпка,,
,Андорра-ла-Вьеха ,proper feminine,Андорра-ла-Велья,,
,Андорра-ла-Вьеха ,proper feminine,Андорра-ла-Вьеха,,
,Кăнтăр Ази ,noun feminine,Южная Азия,,
,Анат Бавари ,nonetype,Нижняя Бавария,,
,Анат Франкони ,nonetype,Нижняя Франкония,,
,Тăнăвар ,proper masculine,Днепр,,
,Раççейĕн Инçет Тухăçĕ ,masculine,Дальний Восток России,,
,Инçет Хĕвелтухăç ,proper masculine,Дальний Восток,,
,Инçет Хĕвелтухăç ,nonetype,дальний восток,,
,Тури Пфальц ,nonetype,Верхний Пфальц,,
,Тури Бавари ,nonetype,Верхняя Бавария,,
,Çӳлти Бавари ,nonetype,Верхняя Бавария,,
,Тури Франкони ,nonetype,Верхняя Франкония,,
,Мали ,proper neuter,Мали,,
,Мали ,nonetype,мали,,
,Малти Хĕвелтухăç ,proper masculine,Средний Восток,,
,Малти Хĕвелтухăç ,nonetype,средний восток,,
,Вăта Франкони ,nonetype,Средняя Франкония,,
,Нанкин ,proper masculine,Нанкин,,
,Ӳспекстан ,proper masculine,Узбекистан,,
,Путин ,proper masculine,Путин,,
,Самар ,proper feminine,Самара,,
,ятсăр пӳрне ,noun masculine,безымянный палец,,
,биогеографи ,noun feminine,биогеография,,
,биогеографи ,nonetype,биогеография,,
,аслă хула ,noun feminine,столица,,
,енотла йытă ,noun,енотовидная собака,,
,майрака ,noun masculine,рог,,
,листа ,noun masculine,лист,,
,флерови ,noun masculine,флеровий,,
,флерови ,nonetype,флёровием,,
,флерови ,noun masculine,флеровий,,
,пӗвер ,noun feminine,печень,,
,сакăр ,numeral,восемь,,
,изоглосса ,feminine,изоглосса,,
,изоглосса ,nonetype,изоглосса,,
,кĕçнерни кун ,noun masculine,четверг,,
,тăван чĕлхе ,noun masculine,родной язык,,
,йĕп вăрри ,noun feminine,стрекоза,,
,ливермори ,noun masculine,ливерморий,,
,ливермори ,noun masculine,ливерморий,,
,ытлари кун ,noun masculine,вторник,,
,юн кун ,noun feminine,среда,,
,мегрел чĕлхи ,nonetype,мегрельский язык,,
,вилĕм ,noun feminine,смерть,,
,шыв арманĕ ,nonetype,водяная мельница,,
,шыв арманĕ ,nonetype,водяная мельница,,
,сӑмса ,noun masculine,нос,,
,кăвапа ,noun masculine,пупок,,
,кăвапа ,noun,пуповина,,
,палеография ,noun feminine,палеография,,
,мăнук ,noun masculine,внук,,
,пӳлĕм ,noun feminine,комната,,
,пӳлĕм ,noun feminine,комната,,
,ӳсен-тăран ,noun neuter,растение,,
,ӳсĕмлĕх ,noun neuter,растение,,
,кăшкăру палли ,noun masculine,восклицательный знак,,
,пас пӳрне ,noun masculine,большой палец,,
,чăх ,noun feminine,курица,,
,çур утрав ,noun masculine,полуостров,,
,сакăр вуннă ,numeral,восемьдесят,,
,шăмат кун ,noun feminine,суббота,,
,сĕлĕх ,noun feminine,пиявка,,
,çичĕ ,numeral,семь,,
,çич ,numeral,семь,,
,ыйха ,noun masculine,сон,,
,шӳрпе ,noun masculine,суп,,
,шаши ,noun feminine,мышь,,
,Belorusi ,proper feminine,Беларусь,,
,тимĕр шапа ,noun feminine,черепаха,,
,хĕвел çаврăнăш ,noun masculine,подсолнух,,
,зороастризм ,nonetype,зороастрим,,
,зороастризм ,nonetype,Зороастризм,,
,чиркӳ ,noun masculine,костёл,,
,чиркӳ ,noun feminine,церковь,,
